id,createdAt,campaignId,offerId,sender,message,type,userId,stageId,input,dateInput,attachments,submitted,approved,feedback,feedbackAttachments
6030,2024-10-05T23:54:33.086Z,55735090-abd6-4205-9fb9-83b9246083c9,,Not Even Emily,Submitted Draft Script,,,4,"[Leading up to integration...] I mean people can make their careers out of being annoying on the internet, it’s not necessarily an untapped market, some would argue I am even a participant. 

But being annoying on the internet is more work than it looks guys… it actually takes a lot of brainstorming and organization and creativity, but good thing we have today’s sponsor Milanote to help us out with that!  

Milanote is a tool for organizing your creative projects; providing an online canvas to help you plan, brainstorm, and collaborate on your ideas. 
(Show B-roll of Milanote desktop version, and then your own personal board)

It’s a great resource for creatives, like myself, because it allows you to organize your ideas and thoughts in a visual way that makes sense to you. 
(Show B-roll of you adding elements to your board)

So if you’re a filmmaker, interior designer, writer, or student; Milanote is here to help you with your process and organize your work. There are over 100 different types of templates for all different types of purposes, so no matter what type of creative project you’re making, Milanote has assets to help. 
(Show B-roll of all the different templates for creatives)  

I used Milanote to help me plan this video, separating things into a main overview and then pre production and post production. I like using Milanote because I can have things essentially in one place, but I can also put things in separate sections so I don’t get overwhelmed with the amount of information all in one space. 
(Show your board while you click through it)
 
And because creative projects are also oftentimes collaborative projects, you can share your boards with other people whether that be someone on your team or just another creative, and get their feedback. For example, I shared my board with Milanote so I could get feedback on my designs!
(Show how to do that)

Milanote is available for free with no time limit, so make sure to sign up for a free milanote account using the link in the description below.",,,true,true,Thanks Emily for putting this together - it sounds great! A helpful guideline is the 80/20 rule: aim for 80% board screen recording and 20% b-roll shots. Check out this video example showcasing Milanote screen recording - https://www.youtube.com/watch?v=fG8Q3bg44jY&t=336s,
5012,2024-09-10T22:11:14.257Z,55735090-abd6-4205-9fb9-83b9246083c9,,Milanote,"Approved Video Topic & Milanote Use Case With Feedback:
please see example: https://www.youtube.com/watch?v=N3KxgUxPhqI&t=288s",,,1,"My original concept was ""haunted doll niche on eBay,"" but I wanted to change it to ""annoying types of comments on the internet"" because I feel that would perform better!",,,true,true,please see example: https://www.youtube.com/watch?v=N3KxgUxPhqI&t=288s,
5012,2024-09-10T22:11:14.257Z,55735090-abd6-4205-9fb9-83b9246083c9,,Not Even Emily,Resubmitted Video Topic & Milanote Use Case,,,1,"My original concept was ""haunted doll niche on eBay,"" but I wanted to change it to ""annoying types of comments on the internet"" because I feel that would perform better!",,,true,true,please see example: https://www.youtube.com/watch?v=N3KxgUxPhqI&t=288s,
5012,2024-09-10T22:11:14.257Z,55735090-abd6-4205-9fb9-83b9246083c9,,Milanote,"Approved Video Topic & Milanote Use Case With Feedback:
Please see video example by Shanspeare:https://www.youtube.com/watch?v=ZGkXs4M0cUg&t=1192s",,,1,"My original concept was ""haunted doll niche on eBay,"" but I wanted to change it to ""annoying types of comments on the internet"" because I feel that would perform better!",,,true,true,please see example: https://www.youtube.com/watch?v=N3KxgUxPhqI&t=288s,
3040,2024-07-14T12:23:25.378Z,56a982cc-0f5d-4916-8f2f-da91aca4c5a9,,Milanote,"Approved Draft Video With Feedback:
Hey Suyorukun, thanks so much for putting this creative and inspiring video together - you did a wonderful job with this! I love seeing how you interacted with the boards on screen, how you discussed your project and learning how Milanote fits into your creative process. Please include the CTA to your live video.
-Top line of description box: Sign up to Milanote for free with no time-limit:  https://milanote.com/suyorukun
-Pinned comment: Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/suyorukun
It was a pleasure collaborating with you on this project. 
Many thanks, Bella",,,5,"Hi there,

Here's the video.

I've tried my best to make it not too ""SPONSORED VIDEO"" where viewers may think I'm just saying things to sell a product/service to them when all of these are my genuine opinion, thoughts.

https://youtu.be/fiNFM8AIqII

Go Live Date: Tue Jul 16 2024",,,true,true,"Hey Suyorukun, thanks so much for putting this creative and inspiring video together - you did a wonderful job with this! I love seeing how you interacted with the boards on screen, how you discussed your project and learning how Milanote fits into your creative process. Please include the CTA to your live video.
-Top line of description box: Sign up to Milanote for free with no time-limit:  https://milanote.com/suyorukun
-Pinned comment: Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/suyorukun
It was a pleasure collaborating with you on this project. 
Many thanks, Bella",
3040,2024-07-14T12:23:25.378Z,56a982cc-0f5d-4916-8f2f-da91aca4c5a9,,Suyorukun,Submitted Draft Video,,,5,"Hi there,

Here's the video.

I've tried my best to make it not too ""SPONSORED VIDEO"" where viewers may think I'm just saying things to sell a product/service to them when all of these are my genuine opinion, thoughts.

https://youtu.be/fiNFM8AIqII

Go Live Date: Tue Jul 16 2024",,,true,true,"Hey Suyorukun, thanks so much for putting this creative and inspiring video together - you did a wonderful job with this! I love seeing how you interacted with the boards on screen, how you discussed your project and learning how Milanote fits into your creative process. Please include the CTA to your live video.
-Top line of description box: Sign up to Milanote for free with no time-limit:  https://milanote.com/suyorukun
-Pinned comment: Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/suyorukun
It was a pleasure collaborating with you on this project. 
Many thanks, Bella",
2759,2024-07-03T14:45:18.509Z,56a982cc-0f5d-4916-8f2f-da91aca4c5a9,,Milanote,"Approved Draft Script With Feedback:
Hey Suyorukun, thank you for sharing your script - this is fantastic! Feel free to start drafting the video segment whenever you're ready. Looking forward to seeing the draft video soon! (And if you're sharing an unlisted video link, please include the CTA in the description box: https://milanote.com/suyorukun ).
Many thanks, Bella",,,4,"Hi! 
I have a question, when mentioning Milanote for the first time in the video, is it mandatory to use the Milanote logo video? I personally think it kind of makes it too ""sponsored video"" kind of situation where viewers may think that I'm just saying all of these because it's a sponsored by you when all of it are my genuine opinions and thoughts.

Would it be possible to replace that with a text on my talking head footage instead?
""Sponsored by Milanote""

Below are some of the parts of the current script.
Let me know if you have a specific feature you want me to cover in the video:)

00:00  ~ 00:45 - Cinematography Reel

00:45  ~ 01:30 - Explanation about Importance of shot-list and overall pro-production for filmmakers

01:30  ~ 06:30 - My workflow of creating shot-list and more using Milanote

So I use Milanote to organize my entire projects including storyboard, shot-list and script you name it.
Every single information I just put them into Milanote and organize them so I can easily find them whenever I need them.

I’m pretty sure you’ve heard about them before but Milanote is a tool to organize your ideas and creative projects into visual boards.
And a lot of filmmakers are using it including myself and there’s a good reason for that. 
It’s easy to use and kind of fun to use as well.

Pre-production can be a little kind of boring sometimes but when I’m using Milanote, I can change the colors or the icons and customize things however I’d like to make it look like it’s actually inside my brain so it’s easier for me to come up with ideas and organize my thoughts if that makes sense.

It just makes the whole process a little more enjoyable and when I’m enjoying it, I get more creative. 


————————


One things that I like about Milanote is the ability to work in a group and what I mean by that is you can create an editable link and send it to whoever whether it’s people on your team or your client as well
and they can have a look, leave comments directly on here as well.

And then you can also add a color on the comment if you want, and use the arrow to reference which part I love. 
I can just send this off to whoever that I have working on it, they don’t need to be here with me or ask me to change that or that, they can just edit, make changes however they’d like and that way, I can better understand what they want and avoid miscommunication which is awesome.


————————


And after creating my shot-list, I used to print off everything on a piece of paper bring that to the shoot.
And that was great but you can lose it or don’t remember where you put it. but there’s no need anymore. Milanote also has an app that you can use with your phone or even ipad which you can view and also edit on the go so it stays with you all the time wherever you go and I can revisit anytime to really help keep myself on the original vision that I had because it’s very easy to stray away off into different directions 


—————————


They have pre-built templates here and some of them are specifically designed for pre-production so if you’re not really familiar with it or don’t know where to start, this is going to help you a lot. 


—————————


I found these images that are close to what I have in my mind mostly on Shotdeck or Youtube.
And a great thing about it is that I don’t have to download or screenshot then upload to be able to use them.
you can just copy an image from wherever you found it and then just paste it directly onto your Milanote board which is a lot quicker and simpler and also saves you a little bit of storage on your device.
And everything I copy and paste here pops up on the right side of the screen and when I’m done with my research, I can go in and start organizing everything later.

I’ve also pasted reference videos so that other people can watch and have a better idea about overall mood I’m going for.
And they can just play the video right here without leaving Milanote which is awesome.

Most of the time, I choose what music I want to use for the film and start building other things around it because it really helps set the right mood when developing the visual and or even the story as well and it also makes editing a lot smoother.
And I can just put it right here and play it which is great.

And It’s also really helpful to list out all the gear that you want to use. I do this all the time before I leave my house and after wrapping up the shoot as well to make sure I don’t forget anything 

When I’m making a film often times I randomly just come up with ideas that I go, oh that would be fun, what if I try that or that but then I completely forget about it so I always just write down all of those random ideas and later I can create a new column and just drop all of them in there and you can title it (ideas) . and I can start thinking about how I can actually use those ideas to help the storytelling.


————————- 


06:30 ~ 07:00 - Closing with CTA 

Milanote is available for free with no time limit, sign up with the link in the description and start your own creative project",,,true,true,"Hey Suyorukun, thank you for sharing your script - this is fantastic! Feel free to start drafting the video segment whenever you're ready. Looking forward to seeing the draft video soon! (And if you're sharing an unlisted video link, please include the CTA in the description box: https://milanote.com/suyorukun ).
Many thanks, Bella",
2759,2024-07-03T14:45:18.509Z,56a982cc-0f5d-4916-8f2f-da91aca4c5a9,,Suyorukun,Submitted Draft Script,,,4,"Hi! 
I have a question, when mentioning Milanote for the first time in the video, is it mandatory to use the Milanote logo video? I personally think it kind of makes it too ""sponsored video"" kind of situation where viewers may think that I'm just saying all of these because it's a sponsored by you when all of it are my genuine opinions and thoughts.

Would it be possible to replace that with a text on my talking head footage instead?
""Sponsored by Milanote""

Below are some of the parts of the current script.
Let me know if you have a specific feature you want me to cover in the video:)

00:00  ~ 00:45 - Cinematography Reel

00:45  ~ 01:30 - Explanation about Importance of shot-list and overall pro-production for filmmakers

01:30  ~ 06:30 - My workflow of creating shot-list and more using Milanote

So I use Milanote to organize my entire projects including storyboard, shot-list and script you name it.
Every single information I just put them into Milanote and organize them so I can easily find them whenever I need them.

I’m pretty sure you’ve heard about them before but Milanote is a tool to organize your ideas and creative projects into visual boards.
And a lot of filmmakers are using it including myself and there’s a good reason for that. 
It’s easy to use and kind of fun to use as well.

Pre-production can be a little kind of boring sometimes but when I’m using Milanote, I can change the colors or the icons and customize things however I’d like to make it look like it’s actually inside my brain so it’s easier for me to come up with ideas and organize my thoughts if that makes sense.

It just makes the whole process a little more enjoyable and when I’m enjoying it, I get more creative. 


————————


One things that I like about Milanote is the ability to work in a group and what I mean by that is you can create an editable link and send it to whoever whether it’s people on your team or your client as well
and they can have a look, leave comments directly on here as well.

And then you can also add a color on the comment if you want, and use the arrow to reference which part I love. 
I can just send this off to whoever that I have working on it, they don’t need to be here with me or ask me to change that or that, they can just edit, make changes however they’d like and that way, I can better understand what they want and avoid miscommunication which is awesome.


————————


And after creating my shot-list, I used to print off everything on a piece of paper bring that to the shoot.
And that was great but you can lose it or don’t remember where you put it. but there’s no need anymore. Milanote also has an app that you can use with your phone or even ipad which you can view and also edit on the go so it stays with you all the time wherever you go and I can revisit anytime to really help keep myself on the original vision that I had because it’s very easy to stray away off into different directions 


—————————


They have pre-built templates here and some of them are specifically designed for pre-production so if you’re not really familiar with it or don’t know where to start, this is going to help you a lot. 


—————————


I found these images that are close to what I have in my mind mostly on Shotdeck or Youtube.
And a great thing about it is that I don’t have to download or screenshot then upload to be able to use them.
you can just copy an image from wherever you found it and then just paste it directly onto your Milanote board which is a lot quicker and simpler and also saves you a little bit of storage on your device.
And everything I copy and paste here pops up on the right side of the screen and when I’m done with my research, I can go in and start organizing everything later.

I’ve also pasted reference videos so that other people can watch and have a better idea about overall mood I’m going for.
And they can just play the video right here without leaving Milanote which is awesome.

Most of the time, I choose what music I want to use for the film and start building other things around it because it really helps set the right mood when developing the visual and or even the story as well and it also makes editing a lot smoother.
And I can just put it right here and play it which is great.

And It’s also really helpful to list out all the gear that you want to use. I do this all the time before I leave my house and after wrapping up the shoot as well to make sure I don’t forget anything 

When I’m making a film often times I randomly just come up with ideas that I go, oh that would be fun, what if I try that or that but then I completely forget about it so I always just write down all of those random ideas and later I can create a new column and just drop all of them in there and you can title it (ideas) . and I can start thinking about how I can actually use those ideas to help the storytelling.


————————- 


06:30 ~ 07:00 - Closing with CTA 

Milanote is available for free with no time limit, sign up with the link in the description and start your own creative project",,,true,true,"Hey Suyorukun, thank you for sharing your script - this is fantastic! Feel free to start drafting the video segment whenever you're ready. Looking forward to seeing the draft video soon! (And if you're sharing an unlisted video link, please include the CTA in the description box: https://milanote.com/suyorukun ).
Many thanks, Bella",
3488,2024-07-25T00:00:40.281Z,5a545905-571b-43a0-836e-32056da43244,,Milanote,"Approved Draft Video With Feedback:
Hey Agnes, 

Thanks for updating this so quickly, I am happy to approve this. I can see that you have already included the your unique CTA link in the description box. Just a quick reminder to add that to a pinned comment as well (Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/yaejiyea) once the video goes live :)

It was a pleasure working with you on this collaboration and I look forward to seeing this on YouTube channel soon!!

Best, 
Himika",,,5,"https://youtu.be/C7SAHZ82H6U

Here's the updated version with the edits",2024-07-26T00:00:00.000Z,,true,true,"Hey Agnes, 

Thanks for updating this so quickly, I am happy to approve this. I can see that you have already included the your unique CTA link in the description box. Just a quick reminder to add that to a pinned comment as well (Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/yaejiyea) once the video goes live :)

It was a pleasure working with you on this collaboration and I look forward to seeing this on YouTube channel soon!!

Best, 
Himika",
3488,2024-07-25T00:00:40.281Z,5a545905-571b-43a0-836e-32056da43244,,yaejiyea,Resubmitted Draft Video,,,5,"https://youtu.be/C7SAHZ82H6U

Here's the updated version with the edits",2024-07-26T00:00:00.000Z,,true,true,"Hey Agnes, 

Thanks for updating this so quickly, I am happy to approve this. I can see that you have already included the your unique CTA link in the description box. Just a quick reminder to add that to a pinned comment as well (Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/yaejiyea) once the video goes live :)

It was a pleasure working with you on this collaboration and I look forward to seeing this on YouTube channel soon!!

Best, 
Himika",
3488,2024-07-25T00:00:40.281Z,5a545905-571b-43a0-836e-32056da43244,,Milanote,"Rejected Draft Video With Feedback:
Hey Agnes, 

Wow, the video is absolutely great!! I just have a couple quick edit requests:

- Could you please include that ""Milanote is a tool for organizing creative projects"" and show the animated logo on the screen as per your script
- When talking about the built-in templates could you please show the templates in the Milanote platform instead of showing the website (just screen record clicking on any 1-2 templates). See this video at the 2:47 timestamp for a reference to illustrate this better (https://www.youtube.com/watch?v=Ra-vkj23r8w)
- Was it possible to quickly include a full screen recording of the Meshki moodboard somewhere in the initial 3 minute segment as I think it looks really beautiful with all your sketches

Thanks for all your beautiful work!! 

Best, 
Himika",,,5,"https://youtu.be/C7SAHZ82H6U

Here's the updated version with the edits",2024-07-26T00:00:00.000Z,,true,true,"Hey Agnes, 

Thanks for updating this so quickly, I am happy to approve this. I can see that you have already included the your unique CTA link in the description box. Just a quick reminder to add that to a pinned comment as well (Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/yaejiyea) once the video goes live :)

It was a pleasure working with you on this collaboration and I look forward to seeing this on YouTube channel soon!!

Best, 
Himika",
3488,2024-07-25T00:00:40.281Z,5a545905-571b-43a0-836e-32056da43244,,yaejiyea,Resubmitted Draft Video,,,5,"https://youtu.be/C7SAHZ82H6U

Here's the updated version with the edits",2024-07-26T00:00:00.000Z,,true,true,"Hey Agnes, 

Thanks for updating this so quickly, I am happy to approve this. I can see that you have already included the your unique CTA link in the description box. Just a quick reminder to add that to a pinned comment as well (Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/yaejiyea) once the video goes live :)

It was a pleasure working with you on this collaboration and I look forward to seeing this on YouTube channel soon!!

Best, 
Himika",
3488,2024-07-25T00:00:40.281Z,5a545905-571b-43a0-836e-32056da43244,,Milanote,"Rejected Draft Video With Feedback:
Hey Agnes, 

Could you please share the video link again - it says 'video unavailable' when I try to open it. 

Thank you, 
Himika",,,5,"https://youtu.be/C7SAHZ82H6U

Here's the updated version with the edits",2024-07-26T00:00:00.000Z,,true,true,"Hey Agnes, 

Thanks for updating this so quickly, I am happy to approve this. I can see that you have already included the your unique CTA link in the description box. Just a quick reminder to add that to a pinned comment as well (Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/yaejiyea) once the video goes live :)

It was a pleasure working with you on this collaboration and I look forward to seeing this on YouTube channel soon!!

Best, 
Himika",
3488,2024-07-25T00:00:40.281Z,5a545905-571b-43a0-836e-32056da43244,,yaejiyea,Submitted Draft Video,,,5,"https://youtu.be/C7SAHZ82H6U

Here's the updated version with the edits",2024-07-26T00:00:00.000Z,,true,true,"Hey Agnes, 

Thanks for updating this so quickly, I am happy to approve this. I can see that you have already included the your unique CTA link in the description box. Just a quick reminder to add that to a pinned comment as well (Thanks to Milanote for sponsoring this video! Sign up for free and start your next creative project: https://milanote.com/yaejiyea) once the video goes live :)

It was a pleasure working with you on this collaboration and I look forward to seeing this on YouTube channel soon!!

Best, 
Himika",
2993,2024-07-11T22:52:35.635Z,5a545905-571b-43a0-836e-32056da43244,,Milanote,"Approved Draft Script With Feedback:
Hey Agnes, 

The script sounds fantastic - great work! Love how you plan on interacting with the various elements and have personalized it so well to fit your crocheting project :)  

Just one small note: Where you say ""whether you're a crochet designer or fashion designer, Milanote makes starting a new project........"", could you please change that to ""whether you're a crochet designer or fashion designer or a creative in general, Milanote makes starting a new project....."" because we don't want the audience to get confused and think that Milanote is just limited to fashion projects. 

Feel free to get started with your draft video from here on.   

Here are our top tips for creating great screen recordings: 
Tip 1: Seeing Milanote in action - When introducing Milanote at the beginning of the segment, jump right into displaying Milanote boards on screen (We recommend showing your project board since that's what folks are most excited about). 
Tip 2: Get interactive with your boards - Show us how you build your boards on screen. Whether it's adding arrows, notes, or color swatches, walk us through your process for brainstorming ideas inside Milanote. (Here's a trick, hide some images into the unsorted column and drag it out into your board) 
Tip 3: Let's see the full picture - Screen record your boards in both full-screen view and zoomed-in view. This way, we can take in your entire masterpiece while also zooming in for a closer look at specific elements. Here is a great screen recording example from creators Tofugoob https://www.youtube.com/watch?v=pFWF9BF9r_I&t=201s and Sketchesofshay: https://www.youtube.com/watch?v=pFWF9BF9r_I&t=201s

Additionally, it would be great if you could delete some content from your boards and add it back in while screen recording so that your audience can see the process of how a board is built on Milanote instead of just pointing to the board elements. This would help make the video more interactive and process focused. Also when you mention the built-in templates in your script, would be great if you could show a few built-in templates in the screen-recording at that point in the video. 

For more helpful insights, be sure to check out the creative brief. Looking forward to seeing the draft video soon! (And if you're sharing an unlisted video link, please include the CTA in the description box https://milanote.com/yaejiyea).  

Thanks a lot for all your great work, 
Himika",,,4,"[Screen: Milanote logo] “Milanote is a tool for organizing your creative projects.” 

[Screen: Recreating Subscribers’ Requests] “I’m currently using Milanote to recreate your crochet requests - this maxi halterneck dress with flower appliques from Meshki and this matching dress/ cardigan set worn by Bella Hadid for Orebella from Frankie’s Bikinis”

[Screen: Add color card to main project board] “It’s perfect for crocheters, crochet pattern designers, and visual thinkers like myself, because it allows you to organize your ideas visually and keep notes of your stitches, materials, and inspo from online” 

[Screen: Click into Bella Hadid moodboard] “This is my project board for the Bella Hadid dress recreation.”

[Screen: Interact with elements in moodboard] “As I plan out my project, I have organized gauge swatches of the crochet stitch types I plan on using throughout the design, reference photos of the original dress from Frankie’s Bikinis, and notes on some initial ideas for the construction of the garment. I can add notes, images, videos, tasks and more - all in one place” 

[Screen: Save image of Meshki dress using Web Clipper] “The Web Clipper is a really great extension that allows you to save images from various places online when gathering and organizing your notes. This makes saving images and links directly to my boards super quick and easy.” 

[Screen: Show built-in template picker] “Whether you're a crochet designer or fashion designer, Milanote makes starting a new project easy, with over 100 built-in templates available for every type of creative project. For example, I used the Fashion Project Plan Template to plan recreating these crochet requests.”

[Screen: Cut back to Host] “Finally, Milanote is available for free with no time-limit or if you enjoy using Milanote, let me know down below in the comments. Sign up for a free Milanote account using the link in the description.”

**Additionally, throughout the video, Milanote and its features will be used to take notes as I crochet the dresses and make updates to patterns / organize my thoughts/ ideas. This will occur at Measurements (finalizing calculations for garment measurements), stitch counts, and Wrapping Up notes.",,,true,true,"Hey Agnes, 

The script sounds fantastic - great work! Love how you plan on interacting with the various elements and have personalized it so well to fit your crocheting project :)  

Just one small note: Where you say ""whether you're a crochet designer or fashion designer, Milanote makes starting a new project........"", could you please change that to ""whether you're a crochet designer or fashion designer or a creative in general, Milanote makes starting a new project....."" because we don't want the audience to get confused and think that Milanote is just limited to fashion projects. 

Feel free to get started with your draft video from here on.   

Here are our top tips for creating great screen recordings: 
Tip 1: Seeing Milanote in action - When introducing Milanote at the beginning of the segment, jump right into displaying Milanote boards on screen (We recommend showing your project board since that's what folks are most excited about). 
Tip 2: Get interactive with your boards - Show us how you build your boards on screen. Whether it's adding arrows, notes, or color swatches, walk us through your process for brainstorming ideas inside Milanote. (Here's a trick, hide some images into the unsorted column and drag it out into your board) 
Tip 3: Let's see the full picture - Screen record your boards in both full-screen view and zoomed-in view. This way, we can take in your entire masterpiece while also zooming in for a closer look at specific elements. Here is a great screen recording example from creators Tofugoob https://www.youtube.com/watch?v=pFWF9BF9r_I&t=201s and Sketchesofshay: https://www.youtube.com/watch?v=pFWF9BF9r_I&t=201s

Additionally, it would be great if you could delete some content from your boards and add it back in while screen recording so that your audience can see the process of how a board is built on Milanote instead of just pointing to the board elements. This would help make the video more interactive and process focused. Also when you mention the built-in templates in your script, would be great if you could show a few built-in templates in the screen-recording at that point in the video. 

For more helpful insights, be sure to check out the creative brief. Looking forward to seeing the draft video soon! (And if you're sharing an unlisted video link, please include the CTA in the description box https://milanote.com/yaejiyea).  

Thanks a lot for all your great work, 
Himika",
2993,2024-07-11T22:52:35.635Z,5a545905-571b-43a0-836e-32056da43244,,yaejiyea,Submitted Draft Script,,,4,"[Screen: Milanote logo] “Milanote is a tool for organizing your creative projects.” 

[Screen: Recreating Subscribers’ Requests] “I’m currently using Milanote to recreate your crochet requests - this maxi halterneck dress with flower appliques from Meshki and this matching dress/ cardigan set worn by Bella Hadid for Orebella from Frankie’s Bikinis”

[Screen: Add color card to main project board] “It’s perfect for crocheters, crochet pattern designers, and visual thinkers like myself, because it allows you to organize your ideas visually and keep notes of your stitches, materials, and inspo from online” 

[Screen: Click into Bella Hadid moodboard] “This is my project board for the Bella Hadid dress recreation.”

[Screen: Interact with elements in moodboard] “As I plan out my project, I have organized gauge swatches of the crochet stitch types I plan on using throughout the design, reference photos of the original dress from Frankie’s Bikinis, and notes on some initial ideas for the construction of the garment. I can add notes, images, videos, tasks and more - all in one place” 

[Screen: Save image of Meshki dress using Web Clipper] “The Web Clipper is a really great extension that allows you to save images from various places online when gathering and organizing your notes. This makes saving images and links directly to my boards super quick and easy.” 

[Screen: Show built-in template picker] “Whether you're a crochet designer or fashion designer, Milanote makes starting a new project easy, with over 100 built-in templates available for every type of creative project. For example, I used the Fashion Project Plan Template to plan recreating these crochet requests.”

[Screen: Cut back to Host] “Finally, Milanote is available for free with no time-limit or if you enjoy using Milanote, let me know down below in the comments. Sign up for a free Milanote account using the link in the description.”

**Additionally, throughout the video, Milanote and its features will be used to take notes as I crochet the dresses and make updates to patterns / organize my thoughts/ ideas. This will occur at Measurements (finalizing calculations for garment measurements), stitch counts, and Wrapping Up notes.",,,true,true,"Hey Agnes, 

The script sounds fantastic - great work! Love how you plan on interacting with the various elements and have personalized it so well to fit your crocheting project :)  

Just one small note: Where you say ""whether you're a crochet designer or fashion designer, Milanote makes starting a new project........"", could you please change that to ""whether you're a crochet designer or fashion designer or a creative in general, Milanote makes starting a new project....."" because we don't want the audience to get confused and think that Milanote is just limited to fashion projects. 

Feel free to get started with your draft video from here on.   

Here are our top tips for creating great screen recordings: 
Tip 1: Seeing Milanote in action - When introducing Milanote at the beginning of the segment, jump right into displaying Milanote boards on screen (We recommend showing your project board since that's what folks are most excited about). 
Tip 2: Get interactive with your boards - Show us how you build your boards on screen. Whether it's adding arrows, notes, or color swatches, walk us through your process for brainstorming ideas inside Milanote. (Here's a trick, hide some images into the unsorted column and drag it out into your board) 
Tip 3: Let's see the full picture - Screen record your boards in both full-screen view and zoomed-in view. This way, we can take in your entire masterpiece while also zooming in for a closer look at specific elements. Here is a great screen recording example from creators Tofugoob https://www.youtube.com/watch?v=pFWF9BF9r_I&t=201s and Sketchesofshay: https://www.youtube.com/watch?v=pFWF9BF9r_I&t=201s

Additionally, it would be great if you could delete some content from your boards and add it back in while screen recording so that your audience can see the process of how a board is built on Milanote instead of just pointing to the board elements. This would help make the video more interactive and process focused. Also when you mention the built-in templates in your script, would be great if you could show a few built-in templates in the screen-recording at that point in the video. 

For more helpful insights, be sure to check out the creative brief. Looking forward to seeing the draft video soon! (And if you're sharing an unlisted video link, please include the CTA in the description box https://milanote.com/yaejiyea).  

Thanks a lot for all your great work, 
Himika",
2771,2024-07-03T21:26:07.936Z,5a545905-571b-43a0-836e-32056da43244,,Milanote,"Approved Video Topic & Milanote Use Case With Feedback:
Hey yaejiyea, 

Thank you so much for sharing your video project idea - I am happy to move forward with it! Excited to be collaborating with you. The next step for you will be to start drafting your Milanote boards which showcase how you would use Milanote to actually plan and organize your crochet project. 

Before you start drafting your boards, it would be great if you could check out our previous collaboration videos and the board examples inside the creative brief.
Here are some tips for creating great-looking boards:

Tip 1: Showcase board nesting (boards within boards) - Aim to complete at least one main project board and one sub-board (i.e. moodboard, storyboard).
Tip 2: Show project planning elements - Planning a creative project can feel daunting, so demonstrate ways to make it easier with the use of Milanote's features. For instance, you could add a to-do list and budget table to assist with scheduling and organization. You could add columns to structure the planning stages of the project, as well as add comments within the board to collaborate on ideas with colleagues or clients.
Tip 3: Add a variety of elements - The best-looking boards are ones that include a variety of elements i.e. color swatches, notes, product links and drawings to inspire and guide the design vision. Here is an example of a great looking board - Sketchesofshay: https://www.youtube.com/watch?v=OSerPv9nlcw&t=372s

Looking forward to seeing what you come up with! (please enable editor mode when sharing the board link).

Best, 
Himika",,,1,"Basically, I am recreating subscribers' crochet requests and showcasing my process on how I recreate two crochet dresses. I will be using Milanote to help me plan out the designs for these two crochet dresses.",,,true,true,"Hey yaejiyea, 

Thank you so much for sharing your video project idea - I am happy to move forward with it! Excited to be collaborating with you. The next step for you will be to start drafting your Milanote boards which showcase how you would use Milanote to actually plan and organize your crochet project. 

Before you start drafting your boards, it would be great if you could check out our previous collaboration videos and the board examples inside the creative brief.
Here are some tips for creating great-looking boards:

Tip 1: Showcase board nesting (boards within boards) - Aim to complete at least one main project board and one sub-board (i.e. moodboard, storyboard).
Tip 2: Show project planning elements - Planning a creative project can feel daunting, so demonstrate ways to make it easier with the use of Milanote's features. For instance, you could add a to-do list and budget table to assist with scheduling and organization. You could add columns to structure the planning stages of the project, as well as add comments within the board to collaborate on ideas with colleagues or clients.
Tip 3: Add a variety of elements - The best-looking boards are ones that include a variety of elements i.e. color swatches, notes, product links and drawings to inspire and guide the design vision. Here is an example of a great looking board - Sketchesofshay: https://www.youtube.com/watch?v=OSerPv9nlcw&t=372s

Looking forward to seeing what you come up with! (please enable editor mode when sharing the board link).

Best, 
Himika",
